66,Furniture,Agra,Agra,50,-,,"AGRA FURNITURE &PLYWOODASSOCIATION",,,,,,,,,,,
"",,,,,,,Sunil Goyal,,,,,,,,,,,
"",,,,,,,Mob-9837662522,,,,,,,,,,,
67,Jewelry,Agra,Agra,40,-,,"SHRI SARRAFACOMMITTEE(Regd.)",,,,,,,,,,,
"",,,,,,,Murari Lal Fatehpuria,,,,,,,,,,,
"",,,,,,,Mob-9837068731,,,,,,,,,,,
68,Leather,Agra,Agra,70,-,,"AGRA FOOTWEARMANUFACTURERS &",,,,,,,,,,,
"Sl.No.",Sl.,Name of the Cluster (Product),Name of the Cluster (Product),Location,Location,District,District,"No. of MSMEsin cluster(approx.)",o. of MSMEs,,Any,,,luster is,,"Nodal Person ofDIC/Association/NGO etc.",odal Person of,
No.,n cluster,intervention,uitable for,IC/Association/,,,,,,,,,,,,,,
"",,,,approx.),undertaken in,hich,GO etc.,,,,,,,,,,,
"",,,,,the Cluster,cheme,,,,,,,,,,,,
"",,,,,,,"EXPORTERSCHAMBER (AFMEC)",,,,,,,,,,,
"",,,,,,,Lalit Arora,,,,,,,,,,,
"",,,,,,,"Mob-98370228719997722871",,,,,,,,,,,
69,PHARMA,Agra,Agra,30,-,,"PHARMACEUTICALSMFRS. &PROMOTORSASSOCIATION.",,,,,,,,,,,
"",Chemicals,Shalabh Sharma,,,,,,,,,,,,,,,,
"",,Mob;- 9412257301,,,,,,,,,,,,,,,,
70,Handicraft,Agra,Agra,200,-,,"HANDICRAFTSEXPORTERSASSOCIATIONS –AGRA",,,,,,,,,,,
"",,,,,,,Dr. S K Tyagi,,,,,,,,,,,
"",,,,,,,Mob:- 9837067762,,,,,,,,,,,
71,Hotel & Restaurant,Agra,Agra,100,,,"HOTEL ANDRESTAURANTASSOCIATIONS,AGRA",,,,,,,,,,,
"",,,,,,,Rakesh Chauhan,,,,,,,,,,,
"",,,,,,,Mob:- 9412254814,,,,,,,,,,,
72,Tour & Travels,Agra,Agra,200,,,"TRANSPORTCHAMBER WELFAREASSOCIATION(REGD.)",,,,,,,,,,,
"",,,,,,,Virender Kumar Gupta,,,,,,,,,,,
"",,,,,,,Mob:- 9412255170,,,,,,,,,,,
73,Transport,Agra,Agra,100,-,,"AGRA AGGREGATETRUCK OPERATORASSOCIATION",,,,,,,,,,,
"",,,,,,,Deepak Khandelwal,,,,,,,,,,,
"",,,,,,,M- 9219539621,,,,,,,,,,,
"",,,,,,,9927061166,,,,,,,,,,,
74,Paper Products,Agra,Agra,50,,,"AGRA KAGAJVYAPAR",,,,,,,,,,,
"Sl.No.",Sl.,Name of the Cluster (Product),Name of the Cluster (Product),Location,Location,District,District,"No. of MSMEsin cluster(approx.)",o. of MSMEs,,Any,,,luster is,,"Nodal Person ofDIC/Association/NGO etc.",odal Person of,
No.,n cluster,intervention,uitable for,IC/Association/,,,,,,,,,,,,,,
"",,,,approx.),undertaken in,hich,GO etc.,,,,,,,,,,,
"",,,,,the Cluster,cheme,,,,,,,,,,,,
"",,,,,,,MANDAL(REGD),,,,,,,,,,,
"",,,,,,,Rajeev Agrawal,,,,,,,,,,,
"",,,,,,,M- 9319107456,,,,,,,,,,,
75,Advertising,Agra,Agra,40,,,"OUTDOORADVERTISINGASSOCIATION OFAGRA",,,,,,,,,,,
"",,,,,,,Amit Khatri,,,,,,,,,,,
"",,,,,,,M- 9837059196,,,,,,,,,,,
76,IT Products/,Agra,Agra,150,,,"AGRA COMPURTERASSOCIATION",,,,,,,,,,,
"",Computer,"C/o BM Computers,SP,Agra",,,,,,,,,,,,,,,,
"",,Mukesh Agrawal,,,,,,,,,,,,,,,,
"",,Mob- 9045088090,,,,,,,,,,,,,,,,
77,Colors/,Rawat Para,Agra,50,,,"AGRA KIRANACOLOR & CHEM.MER. ASSN.",,,,,,,,,,,
"",Chemicals,S B Agrawal,,,,,,,,,,,,,,,,
"",,M- 9412559915,,,,,,,,,,,,,,,,
78,Carpet,Agra,Agra,20,-,,"Agra Carpet Manu.Association",,,,,,,,,,,
"",,,,,,,Balveer Sharan Goyal,,,,,,,,,,,
"",,,,,,,Mob-9837020624,,,,,,,,,,,
79,Leather,Chakipat,Agra,40,,,"Juta DastkarFederation",,,,,,,,,,,
"",,,,,,,Bharat Singh,,,,,,,,,,,
"",,,,,,,Mob-9412255089,,,,,,,,,,,
80,Pottery,Khurja,Bulandshahar,28,"ALREADYRUNNINGFROM 2008BUT NEEDSUPGRADATIONIN FORM OFTECHNOLOGY.",,"KUTIR EVAMHASTSHILPSOCIETY, Khurja",,,,,,,,,,,
"",,,,,,,"DARSHAN CHATWAL(9837013160)",,,,,,,,,,,
81,Pottery,Khurja,Bulandshahar,26,-,,"M/S UNIFLYPACKAGING",,,,,,,,,,,
Sl.,Name of the Cluster (Product),Location,District,No. of MSMEs,Any,Cluster is,Nodal Person of
No.,,,,in cluster,intervention,suitable for,DIC/Association/
"",,,,(approx.),undertaken in,which,NGO etc.
"",,,,,the Cluster,scheme,
"",,,,,,,Mr. CHAUHAN
"",,,,,,,(7906534637)
"",,,,,,,
82,Pottery,Khurja,Bulandshahar,22,-,,EXPORT TRADE
"",,,,,,,"CENTRE,KHURJA"
"",,,,,,,ABDUL RAHIM
"",,,,,,,(9897269333)
83,Pottery,Khurja,Bulandshahar,23,-,,KHURJA RAW
"",,,,,,,MATERIAL
"",Raw Material,,,,,,GULJEET
"",,,,,,,MINHAAS(983757224
"",,,,,,,5)
"",,,,,,,
84,Pottery,Khurja,Bulandshahar,21,TESTING,,POTTERY
"",,,,,CENTRE OF,,DEVELOPMENT
"",,,,,INSULATORS,,OFFICE (run by state
"",,,,,ETC IT NEEDS,,govt)
"",,,,,UPGRADATION,,DISTRICT INDUSTRY
"",,,,,IN,,CENTRE- 05732-
"",,,,,TECHNOLOGY,,235047
"",,,,,AND,,
"",,,,,INFRASTRUCT,,
"",,,,,URAL,,
"",,,,,DEVELOPMEN,,
"",,,,,T,,
85,Pottery,Khurja,Bulandshahar,27,MACHINES,,CENTRAL GLASS
"",,,,,NEED TO BE,,CERAMIC
"",,,,,UPGRADED,,RESEARCH
"",,,,,AND,,INSTITUTE (run by
"",,,,,IFRASTRUCTU,,CENTRAL GOVT)
"",,,,,RAL,,Mr. L K SHARMA
"",,,,,DEVELOPMEN,,-9810044600
"",,,,,T,,
86,Pottery,Khurja,Bulandshahar,22,FOR  FIRING/,,MUKTA HANDICRAFT
"",,,,,BAKING,,SOCIETY
"",,,,,DURING,,SANJAY GUPTA
"",,,,,MANUFACTURI,,(9927248333)
Sl.,Name of the Cluster (Product),Location,District,No. of MSMEs,Any,Cluster is,Nodal Person of
No.,,,,in cluster,intervention,suitable for,DIC/Association/
"",,,,(approx.),undertaken in,which,NGO etc.
"",,,,,the Cluster,scheme,
"",,,,,NG PROCESS.,,
87,Pottery,Khurja,Bulandshahar,84,YET TO BE,,KHURJA POTTERY
"",,,,,FOR DISPLAY,,MANUFACTURERS
"",,,,,CENTRE FOR,,ASSOCIATION
"",,,,,ALL,,NIKHIL PODDAR
"",,,,,POTTERIES,,-8279571658
"",,,,,,,
88,Zari Zardozi,Jogi Nawada,Bareilly,200,-,,M/s. G N Enterprises
"",,,,,,,"21, Jogi Nawada,"
"",,,,,,,Shah Noori Masjid
"",,,,,,,"road, Bareilly"
"",,,,,,,Moh. Sartaj Alvi
"",,,,,,,M- 9756711980
"",,,,,,,
89,Terracotta,Ghanghora,Bareilly,60,HMCM,,Al Madar social
"",,pipariya,,,,,welfare and
"",,,,,,,educational society
"",,,,,,,Ms. Rimmpi
"",,,,,,,M-9319107515
90,Zari and zardosi,Old city,Bareilly,,HMCM,,Al Madar social
"",,,,,,,welfare and
"",,,,,,,educational society
"",,,,,,,Ms. Rimmpi
"",,,,,,,M-9319107515
91,Zari Zardaozi,"Kakartola,",Bareilly,500,-,,DIC Bareilly
"",,purana,,,,,
92,Zari Zardaozi,cahknavada,Bareilly,500,-,,DIC Bareilly
93,Zari Zardaozi,arbbitola,Bareilly,500,-,,DIC Bareilly
94,Jewelery,Purdilnagar,Hathras,400,Toll Kit /,,Yashvir Singh
"",,,,,Training given,,Chauhan
"",,,,,,,M-9719459923
95,Jwellery,Firozabad,Firozabad,300,Toll Kit /,,Brij Mohan Sharma
"",,,,,Training given,,M-9917205550
96,Zari,Etah,Etah,300,Toll Kit /,,Bal Mukund Sharma
"",,,,,Training given,,M-9412724525
97,Patchwork,Aligarh,Aligarh,300,Design,,Balkishan Upadhyay
Sl.,Name of the Cluster (Product),Location,District,No. of MSMEs,Any,Cluster is,Nodal Person of
No.,,,,in cluster,intervention,suitable for,DIC/Association/
"",,,,(approx.),undertaken in,which,NGO etc.
"",,,,,the Cluster,scheme,
"",,,,,Technical trg.,,M- 9457660100
"",,,,,Given,,
98,Jewllery,Bever,Mainpuri,400,Design,,Anuj
"",,,,,Technical trg.,,M-8851754388
"",,,,,Given,,
99,Jari And Jardozy,Badaun,Badaun,250,no,ODOP,DIC
100,Mentha Essenceal Oil Extrection,Scattered,Badaun,50,no,,Dic
101,Mentha Crystal Mfg,Badaun,Badaun,20,no,,Dic
102,Carpet mfg,Badaun,Badaun,25,no,,dic
103,Jaeggary mfg,scattred,Badaun,40,no,,dic
104,Jute Carpet mfg,kadar chok,Badaun,25,no,,dic
105,Automobile Repairing,Badaun,Badaun,30,no,,dic
106,Tailoring,Badaun,Badaun,40,no,,dic
107,Home Appliance reparing,Badaun,Badaun,20,no,,dic
108,Steel Fabrication,Badaun,Badaun,20,no,,dic
109,Jari and Jardozy,Kasganj,Kasganj,200,ODOP,,DIC
110,Wooden Furniture Mfg,Kasganj,Kasganj,22,no,,dic
111,Steel Fabrication,Kasganj,Kasganj,25,no,,dic
112,Bricks Mfg,Scattered,Kasganj,20,no,,dic
113,Mentha Essenceal Oil Extrection,Scattered,Kasganj,20,no,,dic
114,Sweet mfg,Kasganj,Kasganj,30,no,,dic
115,Saloon,Kasganj,Kasganj,20,no,,dic
116,Battery Repairing,Kasganj,Kasganj,20,no,,dic
117,Mobile Repairing,Kasganj,Kasganj,20,no,,dic
118,Home Aplliace Repairing,Kasganj,Kasganj,20,no,,dic
119,Wooden Handicrafts,Nagina,Bijnor,100,ODOP,odop,dic
120,Wood Furniture,Bijnor,Bijnor,100,no,,dic
121,Brush (Painting) Mfg,Sherkot,Bijnor,25,no,,dic
122,Steel Furniture,Bijnor,Bijnor,100,no,,dic
123,Jaggary Mfg,Scatered,Bijnor,25,no,,dic
124,Glass Botels Small CCKeeratpur,,Bijnor,20,no,,dic
125,Tailoring & Garment Mfg,Scatered,Bijnor,50,no,,dic
126,LED light Mfg,Najeebabad,Bijnor,20,no,,dic
127,Saloon,Bijnor,Bijnor,40,no,,dic
128,Mobile Repairing,Bijnor,Bijnor,25,no,,dic
129,Footwear Cluster,Barah Khamba,Agra,25,-,-,"MSME-TDC(CFTI),"
Sl.,Name of the Cluster (Product),Location,District,No. of MSMEs,Any,Cluster is,Nodal Person of
No.,,,,in cluster,intervention,suitable for,DIC/Association/
"",,,,(approx.),undertaken in,which,NGO etc.
"",,,,,the Cluster,scheme,
"",,,,,,,Agra
130,Footwear Cluster,Chakkipat,Agra,25,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
131,Footwear Cluster,jagdishpura,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
132,Footwear Cluster,Khatena,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
133,Footwear Cluster,Kolakkha,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
134,Footwear Cluster,Nagla Chaua,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
135,Footwear Cluster,Nagla,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,Gangaram,,,,,Agra
136,Footwear Cluster,Nagla,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,Tekchand,,,,,Agra
137,Footwear Cluster,Nagla Kazi Para,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
138,Footwear Cluster,Naripura,Agra,40,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
139,Footwear Cluster,Pratap Nagar,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
140,Footwear Cluster,Shiddah Sahni,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,Ngr,,,,,Agra
141,Footwear Cluster,Teela,Agra,20,--,-,"MSME-TDC(CFTI),"
"",,"Husain,Nandpar",,,,,Agra
"",,a,,,,,
142,Footwear Cluster,SunderPara,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
143,Footwear Cluster,Gyaspara,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
144,Footwear Cluster,Shamsabad,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
145,Footwear Cluster,Prakash Nagar,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
146,Footwear Cluster,Namak Ki,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,Mandi,,,,,Agra
147,Footwear Cluster,Nagla Wasi,Agra,20,-,-,"MSME-TDC(CFTI),"
Sl.,Name of the Cluster (Product),Location,District,No. of MSMEs,Any,Cluster is,Nodal Person of
No.,,,,in cluster,intervention,suitable for,DIC/Association/
"",,,,(approx.),undertaken in,which,NGO etc.
"",,,,,the Cluster,scheme,
"",,,,,,,Agra
148,Footwear Cluster,Nagla,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,Fakirchand,,,,,Agra
149,Footwear Cluster,Moti Katra,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
150,Footwear Cluster,Moh. Pura,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,Idgah,,,,,Agra
151,Footwear Cluster,Katra,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,Gadariyan,,,,,Agra
152,Footwear Cluster,Idgah Kutulupur,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
153,Footwear Cluster,Gober Choki,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
154,Footwear Cluster,Basai Kurd,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
155,Footwear Cluster,Bagh Rajpur,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
156,Footwear Cluster,Nagla Kali,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
157,Footwear Cluster,Lohamandi,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
158,Footwear Cluster,Gober Choki,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
159,Footwear Cluster,Nagla Teja,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
160,Footwear Cluster,Sona Ki Gardi,Agra,20,-,-,"MSME-TDC(CFTI),"
"",,,,,,,Agra
